root_note_name,mode,midi_program_num,play_style_name,midi_program_name,path,sampling_rate,play_style,midi_category,name,mode_idx
D#,ionian,6,DOWN,Harpsichord,D#_ionian_DOWN_6_Harpsichord.wav,44100,1,Piano Timbres,D#_ionian_DOWN_6_Harpsichord,0
D#,ionian,7,DOWN,Clavinet,D#_ionian_DOWN_7_Clavinet.wav,44100,1,Piano Timbres,D#_ionian_DOWN_7_Clavinet,0
D#,ionian,10,DOWN,Music Box,D#_ionian_DOWN_10_Music_Box.wav,44100,1,Chromatic Percussion,D#_ionian_DOWN_10_Music_Box,0
D#,ionian,11,DOWN,Vibraphone,D#_ionian_DOWN_11_Vibraphone.wav,44100,1,Chromatic Percussion,D#_ionian_DOWN_11_Vibraphone,0
D#,ionian,12,DOWN,Marimba,D#_ionian_DOWN_12_Marimba.wav,44100,1,Chromatic Percussion,D#_ionian_DOWN_12_Marimba,0
D#,ionian,13,DOWN,Xylophone,D#_ionian_DOWN_13_Xylophone.wav,44100,1,Chromatic Percussion,D#_ionian_DOWN_13_Xylophone,0
D#,ionian,15,DOWN,Dulcimer,D#_ionian_DOWN_15_Dulcimer.wav,44100,1,Chromatic Percussion,D#_ionian_DOWN_15_Dulcimer,0
D#,ionian,16,DOWN,Hammond Organ,D#_ionian_DOWN_16_Hammond_Organ.wav,44100,1,Organ Timbres,D#_ionian_DOWN_16_Hammond_Organ,0
D#,ionian,17,DOWN,Percussive Organ,D#_ionian_DOWN_17_Percussive_Organ.wav,44100,1,Organ Timbres,D#_ionian_DOWN_17_Percussive_Organ,0
D#,ionian,18,DOWN,Rock Organ,D#_ionian_DOWN_18_Rock_Organ.wav,44100,1,Organ Timbres,D#_ionian_DOWN_18_Rock_Organ,0
D#,ionian,19,DOWN,Church Organ,D#_ionian_DOWN_19_Church_Organ.wav,44100,1,Organ Timbres,D#_ionian_DOWN_19_Church_Organ,0
D#,ionian,20,DOWN,Reed Organ,D#_ionian_DOWN_20_Reed_Organ.wav,44100,1,Organ Timbres,D#_ionian_DOWN_20_Reed_Organ,0
D#,ionian,24,DOWN,Acoustic Nylon Guitar,D#_ionian_DOWN_24_Acoustic_Nylon_Guitar.wav,44100,1,Guitar Timbres,D#_ionian_DOWN_24_Acoustic_Nylon_Guitar,0
D#,ionian,25,DOWN,Acoustic Steel Guitar,D#_ionian_DOWN_25_Acoustic_Steel_Guitar.wav,44100,1,Guitar Timbres,D#_ionian_DOWN_25_Acoustic_Steel_Guitar,0
D#,ionian,26,DOWN,Electric Jazz Guitar,D#_ionian_DOWN_26_Electric_Jazz_Guitar.wav,44100,1,Guitar Timbres,D#_ionian_DOWN_26_Electric_Jazz_Guitar,0
D#,ionian,27,DOWN,Electric Clean Guitar,D#_ionian_DOWN_27_Electric_Clean_Guitar.wav,44100,1,Guitar Timbres,D#_ionian_DOWN_27_Electric_Clean_Guitar,0
D#,ionian,28,DOWN,Electric Muted Guitar,D#_ionian_DOWN_28_Electric_Muted_Guitar.wav,44100,1,Guitar Timbres,D#_ionian_DOWN_28_Electric_Muted_Guitar,0
D#,ionian,29,DOWN,Overdriven Guitar,D#_ionian_DOWN_29_Overdriven_Guitar.wav,44100,1,Guitar Timbres,D#_ionian_DOWN_29_Overdriven_Guitar,0
D#,ionian,30,DOWN,Distortion Guitar,D#_ionian_DOWN_30_Distortion_Guitar.wav,44100,1,Guitar Timbres,D#_ionian_DOWN_30_Distortion_Guitar,0
D#,ionian,32,DOWN,Acoustic Bass,D#_ionian_DOWN_32_Acoustic_Bass.wav,44100,1,Bass Timbres,D#_ionian_DOWN_32_Acoustic_Bass,0
D#,ionian,33,DOWN,Fingered Electric Bass,D#_ionian_DOWN_33_Fingered_Electric_Bass.wav,44100,1,Bass Timbres,D#_ionian_DOWN_33_Fingered_Electric_Bass,0
D#,ionian,34,DOWN,Plucked Electric Bass,D#_ionian_DOWN_34_Plucked_Electric_Bass.wav,44100,1,Bass Timbres,D#_ionian_DOWN_34_Plucked_Electric_Bass,0
D#,ionian,35,DOWN,Fretless Bass,D#_ionian_DOWN_35_Fretless_Bass.wav,44100,1,Bass Timbres,D#_ionian_DOWN_35_Fretless_Bass,0
D#,ionian,36,DOWN,Slap Bass 1,D#_ionian_DOWN_36_Slap_Bass_1.wav,44100,1,Bass Timbres,D#_ionian_DOWN_36_Slap_Bass_1,0
D#,ionian,37,DOWN,Slap Bass 2,D#_ionian_DOWN_37_Slap_Bass_2.wav,44100,1,Bass Timbres,D#_ionian_DOWN_37_Slap_Bass_2,0
D#,ionian,38,DOWN,Synth Bass 1,D#_ionian_DOWN_38_Synth_Bass_1.wav,44100,1,Bass Timbres,D#_ionian_DOWN_38_Synth_Bass_1,0
D#,ionian,39,DOWN,Synth Bass 2,D#_ionian_DOWN_39_Synth_Bass_2.wav,44100,1,Bass Timbres,D#_ionian_DOWN_39_Synth_Bass_2,0
D#,ionian,40,DOWN,Violin,D#_ionian_DOWN_40_Violin.wav,44100,1,String Timbres,D#_ionian_DOWN_40_Violin,0
D#,ionian,41,DOWN,Viola,D#_ionian_DOWN_41_Viola.wav,44100,1,String Timbres,D#_ionian_DOWN_41_Viola,0
D#,ionian,42,DOWN,Cello,D#_ionian_DOWN_42_Cello.wav,44100,1,String Timbres,D#_ionian_DOWN_42_Cello,0
D#,ionian,43,DOWN,Contrabass,D#_ionian_DOWN_43_Contrabass.wav,44100,1,String Timbres,D#_ionian_DOWN_43_Contrabass,0
D#,ionian,44,DOWN,Tremolo Strings,D#_ionian_DOWN_44_Tremolo_Strings.wav,44100,1,String Timbres,D#_ionian_DOWN_44_Tremolo_Strings,0
D#,ionian,45,DOWN,Pizzicato Strings,D#_ionian_DOWN_45_Pizzicato_Strings.wav,44100,1,String Timbres,D#_ionian_DOWN_45_Pizzicato_Strings,0
D#,ionian,46,DOWN,Orchestral Harp,D#_ionian_DOWN_46_Orchestral_Harp.wav,44100,1,String Timbres,D#_ionian_DOWN_46_Orchestral_Harp,0
D#,ionian,48,DOWN,String Ensemble 1,D#_ionian_DOWN_48_String_Ensemble_1.wav,44100,1,Ensemble Timbres,D#_ionian_DOWN_48_String_Ensemble_1,0
D#,ionian,49,DOWN,String Ensemble 2,D#_ionian_DOWN_49_String_Ensemble_2.wav,44100,1,Ensemble Timbres,D#_ionian_DOWN_49_String_Ensemble_2,0
D#,ionian,50,DOWN,Synth Strings 1,D#_ionian_DOWN_50_Synth_Strings_1.wav,44100,1,Ensemble Timbres,D#_ionian_DOWN_50_Synth_Strings_1,0
D#,ionian,51,DOWN,Synth Strings 2,D#_ionian_DOWN_51_Synth_Strings_2.wav,44100,1,Ensemble Timbres,D#_ionian_DOWN_51_Synth_Strings_2,0
D#,ionian,52,DOWN,"Choir ""Aah""","D#_ionian_DOWN_52_Choir_""Aah"".wav",44100,1,Ensemble Timbres,"D#_ionian_DOWN_52_Choir_""Aah""",0
D#,ionian,53,DOWN,"Choir ""Ooh""","D#_ionian_DOWN_53_Choir_""Ooh"".wav",44100,1,Ensemble Timbres,"D#_ionian_DOWN_53_Choir_""Ooh""",0
D#,ionian,54,DOWN,Synth Voice,D#_ionian_DOWN_54_Synth_Voice.wav,44100,1,Ensemble Timbres,D#_ionian_DOWN_54_Synth_Voice,0
D#,ionian,56,DOWN,Trumpet,D#_ionian_DOWN_56_Trumpet.wav,44100,1,Brass Timbres,D#_ionian_DOWN_56_Trumpet,0
D#,ionian,57,DOWN,Trombone,D#_ionian_DOWN_57_Trombone.wav,44100,1,Brass Timbres,D#_ionian_DOWN_57_Trombone,0
D#,ionian,58,DOWN,Tuba,D#_ionian_DOWN_58_Tuba.wav,44100,1,Brass Timbres,D#_ionian_DOWN_58_Tuba,0
D#,ionian,59,DOWN,Muted Trumpet,D#_ionian_DOWN_59_Muted_Trumpet.wav,44100,1,Brass Timbres,D#_ionian_DOWN_59_Muted_Trumpet,0
D#,ionian,60,DOWN,French Horn,D#_ionian_DOWN_60_French_Horn.wav,44100,1,Brass Timbres,D#_ionian_DOWN_60_French_Horn,0
D#,ionian,61,DOWN,Brass Section,D#_ionian_DOWN_61_Brass_Section.wav,44100,1,Brass Timbres,D#_ionian_DOWN_61_Brass_Section,0
D#,ionian,62,DOWN,Synth Brass 1,D#_ionian_DOWN_62_Synth_Brass_1.wav,44100,1,Brass Timbres,D#_ionian_DOWN_62_Synth_Brass_1,0
D#,ionian,63,DOWN,Synth Brass 2,D#_ionian_DOWN_63_Synth_Brass_2.wav,44100,1,Brass Timbres,D#_ionian_DOWN_63_Synth_Brass_2,0
D#,ionian,64,DOWN,Soprano Sax,D#_ionian_DOWN_64_Soprano_Sax.wav,44100,1,Reed Timbres,D#_ionian_DOWN_64_Soprano_Sax,0
D#,ionian,65,DOWN,Alto Sax,D#_ionian_DOWN_65_Alto_Sax.wav,44100,1,Reed Timbres,D#_ionian_DOWN_65_Alto_Sax,0
D#,ionian,66,DOWN,Tenor Sax,D#_ionian_DOWN_66_Tenor_Sax.wav,44100,1,Reed Timbres,D#_ionian_DOWN_66_Tenor_Sax,0
D#,ionian,67,DOWN,Baritone Sax,D#_ionian_DOWN_67_Baritone_Sax.wav,44100,1,Reed Timbres,D#_ionian_DOWN_67_Baritone_Sax,0
D#,ionian,68,DOWN,Oboe,D#_ionian_DOWN_68_Oboe.wav,44100,1,Reed Timbres,D#_ionian_DOWN_68_Oboe,0
D#,ionian,69,DOWN,English Horn,D#_ionian_DOWN_69_English_Horn.wav,44100,1,Reed Timbres,D#_ionian_DOWN_69_English_Horn,0
D#,ionian,70,DOWN,Bassoon,D#_ionian_DOWN_70_Bassoon.wav,44100,1,Reed Timbres,D#_ionian_DOWN_70_Bassoon,0
D#,ionian,71,DOWN,Clarinet,D#_ionian_DOWN_71_Clarinet.wav,44100,1,Reed Timbres,D#_ionian_DOWN_71_Clarinet,0
D#,ionian,72,DOWN,Piccolo,D#_ionian_DOWN_72_Piccolo.wav,44100,1,Pipe Timbres,D#_ionian_DOWN_72_Piccolo,0
D#,ionian,73,DOWN,Flute,D#_ionian_DOWN_73_Flute.wav,44100,1,Pipe Timbres,D#_ionian_DOWN_73_Flute,0
D#,ionian,74,DOWN,Recorder,D#_ionian_DOWN_74_Recorder.wav,44100,1,Pipe Timbres,D#_ionian_DOWN_74_Recorder,0
D#,ionian,75,DOWN,Pan Flute,D#_ionian_DOWN_75_Pan_Flute.wav,44100,1,Pipe Timbres,D#_ionian_DOWN_75_Pan_Flute,0
D#,ionian,76,DOWN,Bottle Blow,D#_ionian_DOWN_76_Bottle_Blow.wav,44100,1,Pipe Timbres,D#_ionian_DOWN_76_Bottle_Blow,0
D#,ionian,79,DOWN,Ocarina,D#_ionian_DOWN_79_Ocarina.wav,44100,1,Pipe Timbres,D#_ionian_DOWN_79_Ocarina,0
D#,ionian,80,DOWN,Square Wave Lead,D#_ionian_DOWN_80_Square_Wave_Lead.wav,44100,1,Synth Lead,D#_ionian_DOWN_80_Square_Wave_Lead,0
D#,ionian,81,DOWN,Sawtooth Wave Lead,D#_ionian_DOWN_81_Sawtooth_Wave_Lead.wav,44100,1,Synth Lead,D#_ionian_DOWN_81_Sawtooth_Wave_Lead,0
D#,ionian,82,DOWN,Calliope Lead,D#_ionian_DOWN_82_Calliope_Lead.wav,44100,1,Synth Lead,D#_ionian_DOWN_82_Calliope_Lead,0
D#,ionian,83,DOWN,Chiff Lead,D#_ionian_DOWN_83_Chiff_Lead.wav,44100,1,Synth Lead,D#_ionian_DOWN_83_Chiff_Lead,0
D#,ionian,84,DOWN,Charang Lead,D#_ionian_DOWN_84_Charang_Lead.wav,44100,1,Synth Lead,D#_ionian_DOWN_84_Charang_Lead,0
D#,ionian,85,DOWN,Voice Lead,D#_ionian_DOWN_85_Voice_Lead.wav,44100,1,Synth Lead,D#_ionian_DOWN_85_Voice_Lead,0
D#,ionian,87,DOWN,Bass Lead,D#_ionian_DOWN_87_Bass_Lead.wav,44100,1,Synth Lead,D#_ionian_DOWN_87_Bass_Lead,0
D#,ionian,88,DOWN,New Age Pad,D#_ionian_DOWN_88_New_Age_Pad.wav,44100,1,Synth Pad,D#_ionian_DOWN_88_New_Age_Pad,0
D#,ionian,89,DOWN,Warm Pad,D#_ionian_DOWN_89_Warm_Pad.wav,44100,1,Synth Pad,D#_ionian_DOWN_89_Warm_Pad,0
D#,ionian,90,DOWN,Polysynth Pad,D#_ionian_DOWN_90_Polysynth_Pad.wav,44100,1,Synth Pad,D#_ionian_DOWN_90_Polysynth_Pad,0
D#,ionian,91,DOWN,Choir Pad,D#_ionian_DOWN_91_Choir_Pad.wav,44100,1,Synth Pad,D#_ionian_DOWN_91_Choir_Pad,0
D#,ionian,92,DOWN,Bowed Pad,D#_ionian_DOWN_92_Bowed_Pad.wav,44100,1,Synth Pad,D#_ionian_DOWN_92_Bowed_Pad,0
D#,ionian,93,DOWN,Metallic Pad,D#_ionian_DOWN_93_Metallic_Pad.wav,44100,1,Synth Pad,D#_ionian_DOWN_93_Metallic_Pad,0
D#,ionian,94,DOWN,Halo Pad,D#_ionian_DOWN_94_Halo_Pad.wav,44100,1,Synth Pad,D#_ionian_DOWN_94_Halo_Pad,0
D#,ionian,95,DOWN,Sweep Pad,D#_ionian_DOWN_95_Sweep_Pad.wav,44100,1,Synth Pad,D#_ionian_DOWN_95_Sweep_Pad,0
D#,ionian,104,DOWN,Sitar,D#_ionian_DOWN_104_Sitar.wav,44100,1,Ethnic Timbres,D#_ionian_DOWN_104_Sitar,0
D#,ionian,105,DOWN,Banjo,D#_ionian_DOWN_105_Banjo.wav,44100,1,Ethnic Timbres,D#_ionian_DOWN_105_Banjo,0
D#,ionian,106,DOWN,Shamisen,D#_ionian_DOWN_106_Shamisen.wav,44100,1,Ethnic Timbres,D#_ionian_DOWN_106_Shamisen,0
D#,ionian,107,DOWN,Koto,D#_ionian_DOWN_107_Koto.wav,44100,1,Ethnic Timbres,D#_ionian_DOWN_107_Koto,0
D#,ionian,108,DOWN,Kalimba,D#_ionian_DOWN_108_Kalimba.wav,44100,1,Ethnic Timbres,D#_ionian_DOWN_108_Kalimba,0
D#,ionian,109,DOWN,Bagpipe,D#_ionian_DOWN_109_Bagpipe.wav,44100,1,Ethnic Timbres,D#_ionian_DOWN_109_Bagpipe,0
D#,ionian,110,DOWN,Fiddle,D#_ionian_DOWN_110_Fiddle.wav,44100,1,Ethnic Timbres,D#_ionian_DOWN_110_Fiddle,0
D#,ionian,111,DOWN,Shanai,D#_ionian_DOWN_111_Shanai.wav,44100,1,Ethnic Timbres,D#_ionian_DOWN_111_Shanai,0
D#,dorian,0,UP,Acoustic Grand Piano,D#_dorian_UP_0_Acoustic_Grand_Piano.wav,44100,0,Piano Timbres,D#_dorian_UP_0_Acoustic_Grand_Piano,1
D#,dorian,1,UP,Bright Acoustic Piano,D#_dorian_UP_1_Bright_Acoustic_Piano.wav,44100,0,Piano Timbres,D#_dorian_UP_1_Bright_Acoustic_Piano,1
D#,dorian,2,UP,Electric Grand Piano,D#_dorian_UP_2_Electric_Grand_Piano.wav,44100,0,Piano Timbres,D#_dorian_UP_2_Electric_Grand_Piano,1
D#,dorian,3,UP,Honky-tonk Piano,D#_dorian_UP_3_Honky-tonk_Piano.wav,44100,0,Piano Timbres,D#_dorian_UP_3_Honky-tonk_Piano,1
D#,dorian,4,UP,Rhodes Piano,D#_dorian_UP_4_Rhodes_Piano.wav,44100,0,Piano Timbres,D#_dorian_UP_4_Rhodes_Piano,1
D#,dorian,5,UP,Chorused Piano,D#_dorian_UP_5_Chorused_Piano.wav,44100,0,Piano Timbres,D#_dorian_UP_5_Chorused_Piano,1
D#,dorian,6,UP,Harpsichord,D#_dorian_UP_6_Harpsichord.wav,44100,0,Piano Timbres,D#_dorian_UP_6_Harpsichord,1
D#,dorian,7,UP,Clavinet,D#_dorian_UP_7_Clavinet.wav,44100,0,Piano Timbres,D#_dorian_UP_7_Clavinet,1
D#,dorian,10,UP,Music Box,D#_dorian_UP_10_Music_Box.wav,44100,0,Chromatic Percussion,D#_dorian_UP_10_Music_Box,1
D#,dorian,11,UP,Vibraphone,D#_dorian_UP_11_Vibraphone.wav,44100,0,Chromatic Percussion,D#_dorian_UP_11_Vibraphone,1
D#,dorian,12,UP,Marimba,D#_dorian_UP_12_Marimba.wav,44100,0,Chromatic Percussion,D#_dorian_UP_12_Marimba,1
D#,dorian,13,UP,Xylophone,D#_dorian_UP_13_Xylophone.wav,44100,0,Chromatic Percussion,D#_dorian_UP_13_Xylophone,1
D#,dorian,15,UP,Dulcimer,D#_dorian_UP_15_Dulcimer.wav,44100,0,Chromatic Percussion,D#_dorian_UP_15_Dulcimer,1
D#,dorian,16,UP,Hammond Organ,D#_dorian_UP_16_Hammond_Organ.wav,44100,0,Organ Timbres,D#_dorian_UP_16_Hammond_Organ,1
D#,dorian,17,UP,Percussive Organ,D#_dorian_UP_17_Percussive_Organ.wav,44100,0,Organ Timbres,D#_dorian_UP_17_Percussive_Organ,1
D#,dorian,18,UP,Rock Organ,D#_dorian_UP_18_Rock_Organ.wav,44100,0,Organ Timbres,D#_dorian_UP_18_Rock_Organ,1
D#,dorian,19,UP,Church Organ,D#_dorian_UP_19_Church_Organ.wav,44100,0,Organ Timbres,D#_dorian_UP_19_Church_Organ,1
D#,dorian,20,UP,Reed Organ,D#_dorian_UP_20_Reed_Organ.wav,44100,0,Organ Timbres,D#_dorian_UP_20_Reed_Organ,1
D#,dorian,24,UP,Acoustic Nylon Guitar,D#_dorian_UP_24_Acoustic_Nylon_Guitar.wav,44100,0,Guitar Timbres,D#_dorian_UP_24_Acoustic_Nylon_Guitar,1
D#,dorian,25,UP,Acoustic Steel Guitar,D#_dorian_UP_25_Acoustic_Steel_Guitar.wav,44100,0,Guitar Timbres,D#_dorian_UP_25_Acoustic_Steel_Guitar,1
D#,dorian,26,UP,Electric Jazz Guitar,D#_dorian_UP_26_Electric_Jazz_Guitar.wav,44100,0,Guitar Timbres,D#_dorian_UP_26_Electric_Jazz_Guitar,1
D#,dorian,27,UP,Electric Clean Guitar,D#_dorian_UP_27_Electric_Clean_Guitar.wav,44100,0,Guitar Timbres,D#_dorian_UP_27_Electric_Clean_Guitar,1
D#,dorian,28,UP,Electric Muted Guitar,D#_dorian_UP_28_Electric_Muted_Guitar.wav,44100,0,Guitar Timbres,D#_dorian_UP_28_Electric_Muted_Guitar,1
D#,dorian,29,UP,Overdriven Guitar,D#_dorian_UP_29_Overdriven_Guitar.wav,44100,0,Guitar Timbres,D#_dorian_UP_29_Overdriven_Guitar,1
D#,dorian,30,UP,Distortion Guitar,D#_dorian_UP_30_Distortion_Guitar.wav,44100,0,Guitar Timbres,D#_dorian_UP_30_Distortion_Guitar,1
D#,dorian,32,UP,Acoustic Bass,D#_dorian_UP_32_Acoustic_Bass.wav,44100,0,Bass Timbres,D#_dorian_UP_32_Acoustic_Bass,1
D#,dorian,33,UP,Fingered Electric Bass,D#_dorian_UP_33_Fingered_Electric_Bass.wav,44100,0,Bass Timbres,D#_dorian_UP_33_Fingered_Electric_Bass,1
D#,dorian,34,UP,Plucked Electric Bass,D#_dorian_UP_34_Plucked_Electric_Bass.wav,44100,0,Bass Timbres,D#_dorian_UP_34_Plucked_Electric_Bass,1
D#,dorian,35,UP,Fretless Bass,D#_dorian_UP_35_Fretless_Bass.wav,44100,0,Bass Timbres,D#_dorian_UP_35_Fretless_Bass,1
D#,dorian,36,UP,Slap Bass 1,D#_dorian_UP_36_Slap_Bass_1.wav,44100,0,Bass Timbres,D#_dorian_UP_36_Slap_Bass_1,1
D#,dorian,37,UP,Slap Bass 2,D#_dorian_UP_37_Slap_Bass_2.wav,44100,0,Bass Timbres,D#_dorian_UP_37_Slap_Bass_2,1
D#,dorian,38,UP,Synth Bass 1,D#_dorian_UP_38_Synth_Bass_1.wav,44100,0,Bass Timbres,D#_dorian_UP_38_Synth_Bass_1,1
D#,dorian,39,UP,Synth Bass 2,D#_dorian_UP_39_Synth_Bass_2.wav,44100,0,Bass Timbres,D#_dorian_UP_39_Synth_Bass_2,1
D#,dorian,40,UP,Violin,D#_dorian_UP_40_Violin.wav,44100,0,String Timbres,D#_dorian_UP_40_Violin,1
D#,dorian,41,UP,Viola,D#_dorian_UP_41_Viola.wav,44100,0,String Timbres,D#_dorian_UP_41_Viola,1
D#,dorian,42,UP,Cello,D#_dorian_UP_42_Cello.wav,44100,0,String Timbres,D#_dorian_UP_42_Cello,1
D#,dorian,43,UP,Contrabass,D#_dorian_UP_43_Contrabass.wav,44100,0,String Timbres,D#_dorian_UP_43_Contrabass,1
D#,dorian,44,UP,Tremolo Strings,D#_dorian_UP_44_Tremolo_Strings.wav,44100,0,String Timbres,D#_dorian_UP_44_Tremolo_Strings,1
D#,dorian,45,UP,Pizzicato Strings,D#_dorian_UP_45_Pizzicato_Strings.wav,44100,0,String Timbres,D#_dorian_UP_45_Pizzicato_Strings,1
D#,dorian,46,UP,Orchestral Harp,D#_dorian_UP_46_Orchestral_Harp.wav,44100,0,String Timbres,D#_dorian_UP_46_Orchestral_Harp,1
D#,dorian,48,UP,String Ensemble 1,D#_dorian_UP_48_String_Ensemble_1.wav,44100,0,Ensemble Timbres,D#_dorian_UP_48_String_Ensemble_1,1
D#,dorian,49,UP,String Ensemble 2,D#_dorian_UP_49_String_Ensemble_2.wav,44100,0,Ensemble Timbres,D#_dorian_UP_49_String_Ensemble_2,1
D#,dorian,50,UP,Synth Strings 1,D#_dorian_UP_50_Synth_Strings_1.wav,44100,0,Ensemble Timbres,D#_dorian_UP_50_Synth_Strings_1,1
D#,dorian,51,UP,Synth Strings 2,D#_dorian_UP_51_Synth_Strings_2.wav,44100,0,Ensemble Timbres,D#_dorian_UP_51_Synth_Strings_2,1
D#,dorian,52,UP,"Choir ""Aah""","D#_dorian_UP_52_Choir_""Aah"".wav",44100,0,Ensemble Timbres,"D#_dorian_UP_52_Choir_""Aah""",1
D#,dorian,53,UP,"Choir ""Ooh""","D#_dorian_UP_53_Choir_""Ooh"".wav",44100,0,Ensemble Timbres,"D#_dorian_UP_53_Choir_""Ooh""",1
D#,dorian,54,UP,Synth Voice,D#_dorian_UP_54_Synth_Voice.wav,44100,0,Ensemble Timbres,D#_dorian_UP_54_Synth_Voice,1
D#,dorian,56,UP,Trumpet,D#_dorian_UP_56_Trumpet.wav,44100,0,Brass Timbres,D#_dorian_UP_56_Trumpet,1
D#,dorian,57,UP,Trombone,D#_dorian_UP_57_Trombone.wav,44100,0,Brass Timbres,D#_dorian_UP_57_Trombone,1
D#,dorian,58,UP,Tuba,D#_dorian_UP_58_Tuba.wav,44100,0,Brass Timbres,D#_dorian_UP_58_Tuba,1
D#,dorian,59,UP,Muted Trumpet,D#_dorian_UP_59_Muted_Trumpet.wav,44100,0,Brass Timbres,D#_dorian_UP_59_Muted_Trumpet,1
D#,dorian,60,UP,French Horn,D#_dorian_UP_60_French_Horn.wav,44100,0,Brass Timbres,D#_dorian_UP_60_French_Horn,1
D#,dorian,61,UP,Brass Section,D#_dorian_UP_61_Brass_Section.wav,44100,0,Brass Timbres,D#_dorian_UP_61_Brass_Section,1
D#,dorian,62,UP,Synth Brass 1,D#_dorian_UP_62_Synth_Brass_1.wav,44100,0,Brass Timbres,D#_dorian_UP_62_Synth_Brass_1,1
D#,dorian,63,UP,Synth Brass 2,D#_dorian_UP_63_Synth_Brass_2.wav,44100,0,Brass Timbres,D#_dorian_UP_63_Synth_Brass_2,1
D#,dorian,64,UP,Soprano Sax,D#_dorian_UP_64_Soprano_Sax.wav,44100,0,Reed Timbres,D#_dorian_UP_64_Soprano_Sax,1
D#,dorian,65,UP,Alto Sax,D#_dorian_UP_65_Alto_Sax.wav,44100,0,Reed Timbres,D#_dorian_UP_65_Alto_Sax,1
D#,dorian,66,UP,Tenor Sax,D#_dorian_UP_66_Tenor_Sax.wav,44100,0,Reed Timbres,D#_dorian_UP_66_Tenor_Sax,1
D#,dorian,67,UP,Baritone Sax,D#_dorian_UP_67_Baritone_Sax.wav,44100,0,Reed Timbres,D#_dorian_UP_67_Baritone_Sax,1
D#,dorian,68,UP,Oboe,D#_dorian_UP_68_Oboe.wav,44100,0,Reed Timbres,D#_dorian_UP_68_Oboe,1
D#,dorian,69,UP,English Horn,D#_dorian_UP_69_English_Horn.wav,44100,0,Reed Timbres,D#_dorian_UP_69_English_Horn,1
D#,dorian,70,UP,Bassoon,D#_dorian_UP_70_Bassoon.wav,44100,0,Reed Timbres,D#_dorian_UP_70_Bassoon,1
D#,dorian,71,UP,Clarinet,D#_dorian_UP_71_Clarinet.wav,44100,0,Reed Timbres,D#_dorian_UP_71_Clarinet,1
D#,dorian,72,UP,Piccolo,D#_dorian_UP_72_Piccolo.wav,44100,0,Pipe Timbres,D#_dorian_UP_72_Piccolo,1
D#,dorian,73,UP,Flute,D#_dorian_UP_73_Flute.wav,44100,0,Pipe Timbres,D#_dorian_UP_73_Flute,1
D#,dorian,74,UP,Recorder,D#_dorian_UP_74_Recorder.wav,44100,0,Pipe Timbres,D#_dorian_UP_74_Recorder,1
D#,dorian,75,UP,Pan Flute,D#_dorian_UP_75_Pan_Flute.wav,44100,0,Pipe Timbres,D#_dorian_UP_75_Pan_Flute,1
D#,dorian,76,UP,Bottle Blow,D#_dorian_UP_76_Bottle_Blow.wav,44100,0,Pipe Timbres,D#_dorian_UP_76_Bottle_Blow,1
D#,dorian,79,UP,Ocarina,D#_dorian_UP_79_Ocarina.wav,44100,0,Pipe Timbres,D#_dorian_UP_79_Ocarina,1
D#,dorian,80,UP,Square Wave Lead,D#_dorian_UP_80_Square_Wave_Lead.wav,44100,0,Synth Lead,D#_dorian_UP_80_Square_Wave_Lead,1
D#,dorian,81,UP,Sawtooth Wave Lead,D#_dorian_UP_81_Sawtooth_Wave_Lead.wav,44100,0,Synth Lead,D#_dorian_UP_81_Sawtooth_Wave_Lead,1
D#,dorian,82,UP,Calliope Lead,D#_dorian_UP_82_Calliope_Lead.wav,44100,0,Synth Lead,D#_dorian_UP_82_Calliope_Lead,1
D#,dorian,83,UP,Chiff Lead,D#_dorian_UP_83_Chiff_Lead.wav,44100,0,Synth Lead,D#_dorian_UP_83_Chiff_Lead,1
D#,dorian,84,UP,Charang Lead,D#_dorian_UP_84_Charang_Lead.wav,44100,0,Synth Lead,D#_dorian_UP_84_Charang_Lead,1
D#,dorian,85,UP,Voice Lead,D#_dorian_UP_85_Voice_Lead.wav,44100,0,Synth Lead,D#_dorian_UP_85_Voice_Lead,1
D#,dorian,87,UP,Bass Lead,D#_dorian_UP_87_Bass_Lead.wav,44100,0,Synth Lead,D#_dorian_UP_87_Bass_Lead,1
D#,dorian,88,UP,New Age Pad,D#_dorian_UP_88_New_Age_Pad.wav,44100,0,Synth Pad,D#_dorian_UP_88_New_Age_Pad,1
D#,dorian,89,UP,Warm Pad,D#_dorian_UP_89_Warm_Pad.wav,44100,0,Synth Pad,D#_dorian_UP_89_Warm_Pad,1
D#,dorian,90,UP,Polysynth Pad,D#_dorian_UP_90_Polysynth_Pad.wav,44100,0,Synth Pad,D#_dorian_UP_90_Polysynth_Pad,1
D#,dorian,91,UP,Choir Pad,D#_dorian_UP_91_Choir_Pad.wav,44100,0,Synth Pad,D#_dorian_UP_91_Choir_Pad,1
D#,dorian,92,UP,Bowed Pad,D#_dorian_UP_92_Bowed_Pad.wav,44100,0,Synth Pad,D#_dorian_UP_92_Bowed_Pad,1
D#,dorian,93,UP,Metallic Pad,D#_dorian_UP_93_Metallic_Pad.wav,44100,0,Synth Pad,D#_dorian_UP_93_Metallic_Pad,1
D#,dorian,94,UP,Halo Pad,D#_dorian_UP_94_Halo_Pad.wav,44100,0,Synth Pad,D#_dorian_UP_94_Halo_Pad,1
