name,inst,root,pitch,octave,inversion,quality,quality_idx,bpm
ElectricGuitar(muted)-c3-major7_inv2,ElectricGuitar(muted),c3,c,3,2,major7,0,60
ElectricGuitar(muted)-c3-major7_inv3,ElectricGuitar(muted),c3,c,3,3,major7,0,60
ElectricGuitar(muted)-cs4-major7_inv0,ElectricGuitar(muted),cs4,cs,4,0,major7,0,60
ElectricGuitar(muted)-cs4-major7_inv1,ElectricGuitar(muted),cs4,cs,4,1,major7,0,60
ElectricGuitar(muted)-cs3-major7_inv2,ElectricGuitar(muted),cs3,cs,3,2,major7,0,60
ElectricGuitar(muted)-cs3-major7_inv3,ElectricGuitar(muted),cs3,cs,3,3,major7,0,60
ElectricGuitar(muted)-d4-major7_inv0,ElectricGuitar(muted),d4,d,4,0,major7,0,60
ElectricGuitar(muted)-d3-major7_inv1,ElectricGuitar(muted),d3,d,3,1,major7,0,60
ElectricGuitar(muted)-d3-major7_inv2,ElectricGuitar(muted),d3,d,3,2,major7,0,60
ElectricGuitar(muted)-d3-major7_inv3,ElectricGuitar(muted),d3,d,3,3,major7,0,60
ElectricGuitar(muted)-ds4-major7_inv0,ElectricGuitar(muted),ds4,ds,4,0,major7,0,60
ElectricGuitar(muted)-ds3-major7_inv1,ElectricGuitar(muted),ds3,ds,3,1,major7,0,60
ElectricGuitar(muted)-ds3-major7_inv2,ElectricGuitar(muted),ds3,ds,3,2,major7,0,60
ElectricGuitar(muted)-ds3-major7_inv3,ElectricGuitar(muted),ds3,ds,3,3,major7,0,60
ElectricGuitar(muted)-e4-major7_inv0,ElectricGuitar(muted),e4,e,4,0,major7,0,60
ElectricGuitar(muted)-e3-major7_inv1,ElectricGuitar(muted),e3,e,3,1,major7,0,60
ElectricGuitar(muted)-e3-major7_inv2,ElectricGuitar(muted),e3,e,3,2,major7,0,60
ElectricGuitar(muted)-e3-major7_inv3,ElectricGuitar(muted),e3,e,3,3,major7,0,60
ElectricGuitar(muted)-f4-major7_inv0,ElectricGuitar(muted),f4,f,4,0,major7,0,60
ElectricGuitar(muted)-f3-major7_inv1,ElectricGuitar(muted),f3,f,3,1,major7,0,60
ElectricGuitar(muted)-f3-major7_inv2,ElectricGuitar(muted),f3,f,3,2,major7,0,60
ElectricGuitar(muted)-f3-major7_inv3,ElectricGuitar(muted),f3,f,3,3,major7,0,60
ElectricGuitar(muted)-fs3-major7_inv0,ElectricGuitar(muted),fs3,fs,3,0,major7,0,60
ElectricGuitar(muted)-fs3-major7_inv1,ElectricGuitar(muted),fs3,fs,3,1,major7,0,60
ElectricGuitar(muted)-fs3-major7_inv2,ElectricGuitar(muted),fs3,fs,3,2,major7,0,60
ElectricGuitar(muted)-fs3-major7_inv3,ElectricGuitar(muted),fs3,fs,3,3,major7,0,60
ElectricGuitar(muted)-g3-major7_inv0,ElectricGuitar(muted),g3,g,3,0,major7,0,60
ElectricGuitar(muted)-g3-major7_inv1,ElectricGuitar(muted),g3,g,3,1,major7,0,60
ElectricGuitar(muted)-g3-major7_inv2,ElectricGuitar(muted),g3,g,3,2,major7,0,60
ElectricGuitar(muted)-g3-major7_inv3,ElectricGuitar(muted),g3,g,3,3,major7,0,60
ElectricGuitar(muted)-gs3-major7_inv0,ElectricGuitar(muted),gs3,gs,3,0,major7,0,60
ElectricGuitar(muted)-gs3-major7_inv1,ElectricGuitar(muted),gs3,gs,3,1,major7,0,60
ElectricGuitar(muted)-gs3-major7_inv2,ElectricGuitar(muted),gs3,gs,3,2,major7,0,60
ElectricGuitar(muted)-gs3-major7_inv3,ElectricGuitar(muted),gs3,gs,3,3,major7,0,60
ElectricGuitar(muted)-a3-major7_inv0,ElectricGuitar(muted),a3,a,3,0,major7,0,60
ElectricGuitar(muted)-a3-major7_inv1,ElectricGuitar(muted),a3,a,3,1,major7,0,60
ElectricGuitar(muted)-a3-major7_inv2,ElectricGuitar(muted),a3,a,3,2,major7,0,60
ElectricGuitar(muted)-a3-major7_inv3,ElectricGuitar(muted),a3,a,3,3,major7,0,60
ElectricGuitar(muted)-as3-major7_inv0,ElectricGuitar(muted),as3,as,3,0,major7,0,60
ElectricGuitar(muted)-as3-major7_inv1,ElectricGuitar(muted),as3,as,3,1,major7,0,60
ElectricGuitar(muted)-as3-major7_inv2,ElectricGuitar(muted),as3,as,3,2,major7,0,60
ElectricGuitar(muted)-as3-major7_inv3,ElectricGuitar(muted),as3,as,3,3,major7,0,60
ElectricGuitar(muted)-b3-major7_inv0,ElectricGuitar(muted),b3,b,3,0,major7,0,60
ElectricGuitar(muted)-b3-major7_inv1,ElectricGuitar(muted),b3,b,3,1,major7,0,60
ElectricGuitar(muted)-b3-major7_inv2,ElectricGuitar(muted),b3,b,3,2,major7,0,60
ElectricGuitar(muted)-b3-major7_inv3,ElectricGuitar(muted),b3,b,3,3,major7,0,60
ElectricGuitar(muted)-c4-minor7_inv0,ElectricGuitar(muted),c4,c,4,0,minor7,1,60
ElectricGuitar(muted)-c4-minor7_inv1,ElectricGuitar(muted),c4,c,4,1,minor7,1,60
ElectricGuitar(muted)-c3-minor7_inv2,ElectricGuitar(muted),c3,c,3,2,minor7,1,60
ElectricGuitar(muted)-c3-minor7_inv3,ElectricGuitar(muted),c3,c,3,3,minor7,1,60
ElectricGuitar(muted)-cs4-minor7_inv0,ElectricGuitar(muted),cs4,cs,4,0,minor7,1,60
ElectricGuitar(muted)-cs4-minor7_inv1,ElectricGuitar(muted),cs4,cs,4,1,minor7,1,60
ElectricGuitar(muted)-cs3-minor7_inv2,ElectricGuitar(muted),cs3,cs,3,2,minor7,1,60
ElectricGuitar(muted)-cs3-minor7_inv3,ElectricGuitar(muted),cs3,cs,3,3,minor7,1,60
ElectricGuitar(muted)-d4-minor7_inv0,ElectricGuitar(muted),d4,d,4,0,minor7,1,60
ElectricGuitar(muted)-d4-minor7_inv1,ElectricGuitar(muted),d4,d,4,1,minor7,1,60
ElectricGuitar(muted)-d3-minor7_inv2,ElectricGuitar(muted),d3,d,3,2,minor7,1,60
ElectricGuitar(muted)-d3-minor7_inv3,ElectricGuitar(muted),d3,d,3,3,minor7,1,60
ElectricGuitar(muted)-ds4-minor7_inv0,ElectricGuitar(muted),ds4,ds,4,0,minor7,1,60
ElectricGuitar(muted)-ds3-minor7_inv1,ElectricGuitar(muted),ds3,ds,3,1,minor7,1,60
ElectricGuitar(muted)-ds3-minor7_inv2,ElectricGuitar(muted),ds3,ds,3,2,minor7,1,60
ElectricGuitar(muted)-ds3-minor7_inv3,ElectricGuitar(muted),ds3,ds,3,3,minor7,1,60
ElectricGuitar(muted)-e4-minor7_inv0,ElectricGuitar(muted),e4,e,4,0,minor7,1,60
ElectricGuitar(muted)-e3-minor7_inv1,ElectricGuitar(muted),e3,e,3,1,minor7,1,60
ElectricGuitar(muted)-e3-minor7_inv2,ElectricGuitar(muted),e3,e,3,2,minor7,1,60
ElectricGuitar(muted)-e3-minor7_inv3,ElectricGuitar(muted),e3,e,3,3,minor7,1,60
ElectricGuitar(muted)-f4-minor7_inv0,ElectricGuitar(muted),f4,f,4,0,minor7,1,60
ElectricGuitar(muted)-f3-minor7_inv1,ElectricGuitar(muted),f3,f,3,1,minor7,1,60
ElectricGuitar(muted)-f3-minor7_inv2,ElectricGuitar(muted),f3,f,3,2,minor7,1,60
ElectricGuitar(muted)-f3-minor7_inv3,ElectricGuitar(muted),f3,f,3,3,minor7,1,60
ElectricGuitar(muted)-fs3-minor7_inv0,ElectricGuitar(muted),fs3,fs,3,0,minor7,1,60
ElectricGuitar(muted)-fs3-minor7_inv1,ElectricGuitar(muted),fs3,fs,3,1,minor7,1,60
ElectricGuitar(muted)-fs3-minor7_inv2,ElectricGuitar(muted),fs3,fs,3,2,minor7,1,60
ElectricGuitar(muted)-fs3-minor7_inv3,ElectricGuitar(muted),fs3,fs,3,3,minor7,1,60
ElectricGuitar(muted)-g3-minor7_inv0,ElectricGuitar(muted),g3,g,3,0,minor7,1,60
ElectricGuitar(muted)-g3-minor7_inv1,ElectricGuitar(muted),g3,g,3,1,minor7,1,60
ElectricGuitar(muted)-g3-minor7_inv2,ElectricGuitar(muted),g3,g,3,2,minor7,1,60
ElectricGuitar(muted)-g3-minor7_inv3,ElectricGuitar(muted),g3,g,3,3,minor7,1,60
ElectricGuitar(muted)-gs3-minor7_inv0,ElectricGuitar(muted),gs3,gs,3,0,minor7,1,60
ElectricGuitar(muted)-gs3-minor7_inv1,ElectricGuitar(muted),gs3,gs,3,1,minor7,1,60
ElectricGuitar(muted)-gs3-minor7_inv2,ElectricGuitar(muted),gs3,gs,3,2,minor7,1,60
ElectricGuitar(muted)-gs3-minor7_inv3,ElectricGuitar(muted),gs3,gs,3,3,minor7,1,60
ElectricGuitar(muted)-a3-minor7_inv0,ElectricGuitar(muted),a3,a,3,0,minor7,1,60
ElectricGuitar(muted)-a3-minor7_inv1,ElectricGuitar(muted),a3,a,3,1,minor7,1,60
ElectricGuitar(muted)-a3-minor7_inv2,ElectricGuitar(muted),a3,a,3,2,minor7,1,60
ElectricGuitar(muted)-a3-minor7_inv3,ElectricGuitar(muted),a3,a,3,3,minor7,1,60
ElectricGuitar(muted)-as3-minor7_inv0,ElectricGuitar(muted),as3,as,3,0,minor7,1,60
ElectricGuitar(muted)-as3-minor7_inv1,ElectricGuitar(muted),as3,as,3,1,minor7,1,60
ElectricGuitar(muted)-as3-minor7_inv2,ElectricGuitar(muted),as3,as,3,2,minor7,1,60
ElectricGuitar(muted)-as3-minor7_inv3,ElectricGuitar(muted),as3,as,3,3,minor7,1,60
ElectricGuitar(muted)-b3-minor7_inv0,ElectricGuitar(muted),b3,b,3,0,minor7,1,60
ElectricGuitar(muted)-b3-minor7_inv1,ElectricGuitar(muted),b3,b,3,1,minor7,1,60
ElectricGuitar(muted)-b3-minor7_inv2,ElectricGuitar(muted),b3,b,3,2,minor7,1,60
ElectricGuitar(muted)-b3-minor7_inv3,ElectricGuitar(muted),b3,b,3,3,minor7,1,60
ElectricGuitar(muted)-c4-majorminor7_inv0,ElectricGuitar(muted),c4,c,4,0,majorminor7,2,60
ElectricGuitar(muted)-c4-majorminor7_inv1,ElectricGuitar(muted),c4,c,4,1,majorminor7,2,60
ElectricGuitar(muted)-c3-majorminor7_inv2,ElectricGuitar(muted),c3,c,3,2,majorminor7,2,60
ElectricGuitar(muted)-c3-majorminor7_inv3,ElectricGuitar(muted),c3,c,3,3,majorminor7,2,60
ElectricGuitar(muted)-cs4-majorminor7_inv0,ElectricGuitar(muted),cs4,cs,4,0,majorminor7,2,60
ElectricGuitar(muted)-cs4-majorminor7_inv1,ElectricGuitar(muted),cs4,cs,4,1,majorminor7,2,60
ElectricGuitar(muted)-cs3-majorminor7_inv2,ElectricGuitar(muted),cs3,cs,3,2,majorminor7,2,60
ElectricGuitar(muted)-cs3-majorminor7_inv3,ElectricGuitar(muted),cs3,cs,3,3,majorminor7,2,60
ElectricGuitar(muted)-d4-majorminor7_inv0,ElectricGuitar(muted),d4,d,4,0,majorminor7,2,60
ElectricGuitar(muted)-d3-majorminor7_inv1,ElectricGuitar(muted),d3,d,3,1,majorminor7,2,60
ElectricGuitar(muted)-d3-majorminor7_inv2,ElectricGuitar(muted),d3,d,3,2,majorminor7,2,60
ElectricGuitar(muted)-d3-majorminor7_inv3,ElectricGuitar(muted),d3,d,3,3,majorminor7,2,60
ElectricGuitar(muted)-ds4-majorminor7_inv0,ElectricGuitar(muted),ds4,ds,4,0,majorminor7,2,60
ElectricGuitar(muted)-ds3-majorminor7_inv1,ElectricGuitar(muted),ds3,ds,3,1,majorminor7,2,60
ElectricGuitar(muted)-ds3-majorminor7_inv2,ElectricGuitar(muted),ds3,ds,3,2,majorminor7,2,60
ElectricGuitar(muted)-ds3-majorminor7_inv3,ElectricGuitar(muted),ds3,ds,3,3,majorminor7,2,60
ElectricGuitar(muted)-e4-majorminor7_inv0,ElectricGuitar(muted),e4,e,4,0,majorminor7,2,60
ElectricGuitar(muted)-e3-majorminor7_inv1,ElectricGuitar(muted),e3,e,3,1,majorminor7,2,60
ElectricGuitar(muted)-e3-majorminor7_inv2,ElectricGuitar(muted),e3,e,3,2,majorminor7,2,60
ElectricGuitar(muted)-e3-majorminor7_inv3,ElectricGuitar(muted),e3,e,3,3,majorminor7,2,60
ElectricGuitar(muted)-f4-majorminor7_inv0,ElectricGuitar(muted),f4,f,4,0,majorminor7,2,60
ElectricGuitar(muted)-f3-majorminor7_inv1,ElectricGuitar(muted),f3,f,3,1,majorminor7,2,60
ElectricGuitar(muted)-f3-majorminor7_inv2,ElectricGuitar(muted),f3,f,3,2,majorminor7,2,60
ElectricGuitar(muted)-f3-majorminor7_inv3,ElectricGuitar(muted),f3,f,3,3,majorminor7,2,60
ElectricGuitar(muted)-fs3-majorminor7_inv0,ElectricGuitar(muted),fs3,fs,3,0,majorminor7,2,60
ElectricGuitar(muted)-fs3-majorminor7_inv1,ElectricGuitar(muted),fs3,fs,3,1,majorminor7,2,60
ElectricGuitar(muted)-fs3-majorminor7_inv2,ElectricGuitar(muted),fs3,fs,3,2,majorminor7,2,60
ElectricGuitar(muted)-fs3-majorminor7_inv3,ElectricGuitar(muted),fs3,fs,3,3,majorminor7,2,60
ElectricGuitar(muted)-g3-majorminor7_inv0,ElectricGuitar(muted),g3,g,3,0,majorminor7,2,60
ElectricGuitar(muted)-g3-majorminor7_inv1,ElectricGuitar(muted),g3,g,3,1,majorminor7,2,60
ElectricGuitar(muted)-g3-majorminor7_inv2,ElectricGuitar(muted),g3,g,3,2,majorminor7,2,60
ElectricGuitar(muted)-g3-majorminor7_inv3,ElectricGuitar(muted),g3,g,3,3,majorminor7,2,60
ElectricGuitar(muted)-gs3-majorminor7_inv0,ElectricGuitar(muted),gs3,gs,3,0,majorminor7,2,60
ElectricGuitar(muted)-gs3-majorminor7_inv1,ElectricGuitar(muted),gs3,gs,3,1,majorminor7,2,60
ElectricGuitar(muted)-gs3-majorminor7_inv2,ElectricGuitar(muted),gs3,gs,3,2,majorminor7,2,60
ElectricGuitar(muted)-gs3-majorminor7_inv3,ElectricGuitar(muted),gs3,gs,3,3,majorminor7,2,60
ElectricGuitar(muted)-a3-majorminor7_inv0,ElectricGuitar(muted),a3,a,3,0,majorminor7,2,60
ElectricGuitar(muted)-a3-majorminor7_inv1,ElectricGuitar(muted),a3,a,3,1,majorminor7,2,60
ElectricGuitar(muted)-a3-majorminor7_inv2,ElectricGuitar(muted),a3,a,3,2,majorminor7,2,60
ElectricGuitar(muted)-a3-majorminor7_inv3,ElectricGuitar(muted),a3,a,3,3,majorminor7,2,60
ElectricGuitar(muted)-as3-majorminor7_inv0,ElectricGuitar(muted),as3,as,3,0,majorminor7,2,60
ElectricGuitar(muted)-as3-majorminor7_inv1,ElectricGuitar(muted),as3,as,3,1,majorminor7,2,60
ElectricGuitar(muted)-as3-majorminor7_inv2,ElectricGuitar(muted),as3,as,3,2,majorminor7,2,60
ElectricGuitar(muted)-as3-majorminor7_inv3,ElectricGuitar(muted),as3,as,3,3,majorminor7,2,60
ElectricGuitar(muted)-b3-majorminor7_inv0,ElectricGuitar(muted),b3,b,3,0,majorminor7,2,60
ElectricGuitar(muted)-b3-majorminor7_inv1,ElectricGuitar(muted),b3,b,3,1,majorminor7,2,60
ElectricGuitar(muted)-b3-majorminor7_inv2,ElectricGuitar(muted),b3,b,3,2,majorminor7,2,60
ElectricGuitar(muted)-b3-majorminor7_inv3,ElectricGuitar(muted),b3,b,3,3,majorminor7,2,60
ElectricGuitar(muted)-c4-minormajor7_inv0,ElectricGuitar(muted),c4,c,4,0,minormajor7,3,60
ElectricGuitar(muted)-c4-minormajor7_inv1,ElectricGuitar(muted),c4,c,4,1,minormajor7,3,60
ElectricGuitar(muted)-c3-minormajor7_inv2,ElectricGuitar(muted),c3,c,3,2,minormajor7,3,60
ElectricGuitar(muted)-c3-minormajor7_inv3,ElectricGuitar(muted),c3,c,3,3,minormajor7,3,60
ElectricGuitar(muted)-cs4-minormajor7_inv0,ElectricGuitar(muted),cs4,cs,4,0,minormajor7,3,60
ElectricGuitar(muted)-cs4-minormajor7_inv1,ElectricGuitar(muted),cs4,cs,4,1,minormajor7,3,60
ElectricGuitar(muted)-cs3-minormajor7_inv2,ElectricGuitar(muted),cs3,cs,3,2,minormajor7,3,60
ElectricGuitar(muted)-cs3-minormajor7_inv3,ElectricGuitar(muted),cs3,cs,3,3,minormajor7,3,60
ElectricGuitar(muted)-d4-minormajor7_inv0,ElectricGuitar(muted),d4,d,4,0,minormajor7,3,60
ElectricGuitar(muted)-d4-minormajor7_inv1,ElectricGuitar(muted),d4,d,4,1,minormajor7,3,60
ElectricGuitar(muted)-d3-minormajor7_inv2,ElectricGuitar(muted),d3,d,3,2,minormajor7,3,60
ElectricGuitar(muted)-d3-minormajor7_inv3,ElectricGuitar(muted),d3,d,3,3,minormajor7,3,60
ElectricGuitar(muted)-ds4-minormajor7_inv0,ElectricGuitar(muted),ds4,ds,4,0,minormajor7,3,60
ElectricGuitar(muted)-ds3-minormajor7_inv1,ElectricGuitar(muted),ds3,ds,3,1,minormajor7,3,60
ElectricGuitar(muted)-ds3-minormajor7_inv2,ElectricGuitar(muted),ds3,ds,3,2,minormajor7,3,60
ElectricGuitar(muted)-ds3-minormajor7_inv3,ElectricGuitar(muted),ds3,ds,3,3,minormajor7,3,60
ElectricGuitar(muted)-e4-minormajor7_inv0,ElectricGuitar(muted),e4,e,4,0,minormajor7,3,60
ElectricGuitar(muted)-e3-minormajor7_inv1,ElectricGuitar(muted),e3,e,3,1,minormajor7,3,60
ElectricGuitar(muted)-e3-minormajor7_inv2,ElectricGuitar(muted),e3,e,3,2,minormajor7,3,60
ElectricGuitar(muted)-e3-minormajor7_inv3,ElectricGuitar(muted),e3,e,3,3,minormajor7,3,60
ElectricGuitar(muted)-f4-minormajor7_inv0,ElectricGuitar(muted),f4,f,4,0,minormajor7,3,60
ElectricGuitar(muted)-f3-minormajor7_inv1,ElectricGuitar(muted),f3,f,3,1,minormajor7,3,60
ElectricGuitar(muted)-f3-minormajor7_inv2,ElectricGuitar(muted),f3,f,3,2,minormajor7,3,60
ElectricGuitar(muted)-f3-minormajor7_inv3,ElectricGuitar(muted),f3,f,3,3,minormajor7,3,60
ElectricGuitar(muted)-fs3-minormajor7_inv0,ElectricGuitar(muted),fs3,fs,3,0,minormajor7,3,60
ElectricGuitar(muted)-fs3-minormajor7_inv1,ElectricGuitar(muted),fs3,fs,3,1,minormajor7,3,60
ElectricGuitar(muted)-fs3-minormajor7_inv2,ElectricGuitar(muted),fs3,fs,3,2,minormajor7,3,60
ElectricGuitar(muted)-fs3-minormajor7_inv3,ElectricGuitar(muted),fs3,fs,3,3,minormajor7,3,60
ElectricGuitar(muted)-g3-minormajor7_inv0,ElectricGuitar(muted),g3,g,3,0,minormajor7,3,60
ElectricGuitar(muted)-g3-minormajor7_inv1,ElectricGuitar(muted),g3,g,3,1,minormajor7,3,60
ElectricGuitar(muted)-g3-minormajor7_inv2,ElectricGuitar(muted),g3,g,3,2,minormajor7,3,60
ElectricGuitar(muted)-g3-minormajor7_inv3,ElectricGuitar(muted),g3,g,3,3,minormajor7,3,60
ElectricGuitar(muted)-gs3-minormajor7_inv0,ElectricGuitar(muted),gs3,gs,3,0,minormajor7,3,60
ElectricGuitar(muted)-gs3-minormajor7_inv1,ElectricGuitar(muted),gs3,gs,3,1,minormajor7,3,60
ElectricGuitar(muted)-gs3-minormajor7_inv2,ElectricGuitar(muted),gs3,gs,3,2,minormajor7,3,60
ElectricGuitar(muted)-gs3-minormajor7_inv3,ElectricGuitar(muted),gs3,gs,3,3,minormajor7,3,60
ElectricGuitar(muted)-a3-minormajor7_inv0,ElectricGuitar(muted),a3,a,3,0,minormajor7,3,60
ElectricGuitar(muted)-a3-minormajor7_inv1,ElectricGuitar(muted),a3,a,3,1,minormajor7,3,60
ElectricGuitar(muted)-a3-minormajor7_inv2,ElectricGuitar(muted),a3,a,3,2,minormajor7,3,60
ElectricGuitar(muted)-a3-minormajor7_inv3,ElectricGuitar(muted),a3,a,3,3,minormajor7,3,60
ElectricGuitar(muted)-as3-minormajor7_inv0,ElectricGuitar(muted),as3,as,3,0,minormajor7,3,60
ElectricGuitar(muted)-as3-minormajor7_inv1,ElectricGuitar(muted),as3,as,3,1,minormajor7,3,60
ElectricGuitar(muted)-as3-minormajor7_inv2,ElectricGuitar(muted),as3,as,3,2,minormajor7,3,60
ElectricGuitar(muted)-as3-minormajor7_inv3,ElectricGuitar(muted),as3,as,3,3,minormajor7,3,60
ElectricGuitar(muted)-b3-minormajor7_inv0,ElectricGuitar(muted),b3,b,3,0,minormajor7,3,60
ElectricGuitar(muted)-b3-minormajor7_inv1,ElectricGuitar(muted),b3,b,3,1,minormajor7,3,60
ElectricGuitar(muted)-b3-minormajor7_inv2,ElectricGuitar(muted),b3,b,3,2,minormajor7,3,60
ElectricGuitar(muted)-b3-minormajor7_inv3,ElectricGuitar(muted),b3,b,3,3,minormajor7,3,60
ElectricGuitar(muted)-c4-halfdim7_inv0,ElectricGuitar(muted),c4,c,4,0,halfdim7,4,60
ElectricGuitar(muted)-c4-halfdim7_inv1,ElectricGuitar(muted),c4,c,4,1,halfdim7,4,60
ElectricGuitar(muted)-c3-halfdim7_inv2,ElectricGuitar(muted),c3,c,3,2,halfdim7,4,60
ElectricGuitar(muted)-c3-halfdim7_inv3,ElectricGuitar(muted),c3,c,3,3,halfdim7,4,60
ElectricGuitar(muted)-cs4-halfdim7_inv0,ElectricGuitar(muted),cs4,cs,4,0,halfdim7,4,60
ElectricGuitar(muted)-cs4-halfdim7_inv1,ElectricGuitar(muted),cs4,cs,4,1,halfdim7,4,60
ElectricGuitar(muted)-cs3-halfdim7_inv2,ElectricGuitar(muted),cs3,cs,3,2,halfdim7,4,60
ElectricGuitar(muted)-cs3-halfdim7_inv3,ElectricGuitar(muted),cs3,cs,3,3,halfdim7,4,60
ElectricGuitar(muted)-d4-halfdim7_inv0,ElectricGuitar(muted),d4,d,4,0,halfdim7,4,60
ElectricGuitar(muted)-d4-halfdim7_inv1,ElectricGuitar(muted),d4,d,4,1,halfdim7,4,60
ElectricGuitar(muted)-d3-halfdim7_inv2,ElectricGuitar(muted),d3,d,3,2,halfdim7,4,60
ElectricGuitar(muted)-d3-halfdim7_inv3,ElectricGuitar(muted),d3,d,3,3,halfdim7,4,60
ElectricGuitar(muted)-ds4-halfdim7_inv0,ElectricGuitar(muted),ds4,ds,4,0,halfdim7,4,60
ElectricGuitar(muted)-ds3-halfdim7_inv1,ElectricGuitar(muted),ds3,ds,3,1,halfdim7,4,60
ElectricGuitar(muted)-ds3-halfdim7_inv2,ElectricGuitar(muted),ds3,ds,3,2,halfdim7,4,60
ElectricGuitar(muted)-ds3-halfdim7_inv3,ElectricGuitar(muted),ds3,ds,3,3,halfdim7,4,60
ElectricGuitar(muted)-e4-halfdim7_inv0,ElectricGuitar(muted),e4,e,4,0,halfdim7,4,60
ElectricGuitar(muted)-e3-halfdim7_inv1,ElectricGuitar(muted),e3,e,3,1,halfdim7,4,60
ElectricGuitar(muted)-e3-halfdim7_inv2,ElectricGuitar(muted),e3,e,3,2,halfdim7,4,60
ElectricGuitar(muted)-e3-halfdim7_inv3,ElectricGuitar(muted),e3,e,3,3,halfdim7,4,60
ElectricGuitar(muted)-f4-halfdim7_inv0,ElectricGuitar(muted),f4,f,4,0,halfdim7,4,60
ElectricGuitar(muted)-f3-halfdim7_inv1,ElectricGuitar(muted),f3,f,3,1,halfdim7,4,60
ElectricGuitar(muted)-f3-halfdim7_inv2,ElectricGuitar(muted),f3,f,3,2,halfdim7,4,60
ElectricGuitar(muted)-f3-halfdim7_inv3,ElectricGuitar(muted),f3,f,3,3,halfdim7,4,60
ElectricGuitar(muted)-fs3-halfdim7_inv0,ElectricGuitar(muted),fs3,fs,3,0,halfdim7,4,60
ElectricGuitar(muted)-fs3-halfdim7_inv1,ElectricGuitar(muted),fs3,fs,3,1,halfdim7,4,60
ElectricGuitar(muted)-fs3-halfdim7_inv2,ElectricGuitar(muted),fs3,fs,3,2,halfdim7,4,60
ElectricGuitar(muted)-fs3-halfdim7_inv3,ElectricGuitar(muted),fs3,fs,3,3,halfdim7,4,60
ElectricGuitar(muted)-g3-halfdim7_inv0,ElectricGuitar(muted),g3,g,3,0,halfdim7,4,60
ElectricGuitar(muted)-g3-halfdim7_inv1,ElectricGuitar(muted),g3,g,3,1,halfdim7,4,60
ElectricGuitar(muted)-g3-halfdim7_inv2,ElectricGuitar(muted),g3,g,3,2,halfdim7,4,60
ElectricGuitar(muted)-g3-halfdim7_inv3,ElectricGuitar(muted),g3,g,3,3,halfdim7,4,60
ElectricGuitar(muted)-gs3-halfdim7_inv0,ElectricGuitar(muted),gs3,gs,3,0,halfdim7,4,60
ElectricGuitar(muted)-gs3-halfdim7_inv1,ElectricGuitar(muted),gs3,gs,3,1,halfdim7,4,60
ElectricGuitar(muted)-gs3-halfdim7_inv2,ElectricGuitar(muted),gs3,gs,3,2,halfdim7,4,60
ElectricGuitar(muted)-gs3-halfdim7_inv3,ElectricGuitar(muted),gs3,gs,3,3,halfdim7,4,60
ElectricGuitar(muted)-a3-halfdim7_inv0,ElectricGuitar(muted),a3,a,3,0,halfdim7,4,60
ElectricGuitar(muted)-a3-halfdim7_inv1,ElectricGuitar(muted),a3,a,3,1,halfdim7,4,60
ElectricGuitar(muted)-a3-halfdim7_inv2,ElectricGuitar(muted),a3,a,3,2,halfdim7,4,60
ElectricGuitar(muted)-a3-halfdim7_inv3,ElectricGuitar(muted),a3,a,3,3,halfdim7,4,60
ElectricGuitar(muted)-as3-halfdim7_inv0,ElectricGuitar(muted),as3,as,3,0,halfdim7,4,60
ElectricGuitar(muted)-as3-halfdim7_inv1,ElectricGuitar(muted),as3,as,3,1,halfdim7,4,60
ElectricGuitar(muted)-as3-halfdim7_inv2,ElectricGuitar(muted),as3,as,3,2,halfdim7,4,60
ElectricGuitar(muted)-as3-halfdim7_inv3,ElectricGuitar(muted),as3,as,3,3,halfdim7,4,60
ElectricGuitar(muted)-b3-halfdim7_inv0,ElectricGuitar(muted),b3,b,3,0,halfdim7,4,60
ElectricGuitar(muted)-b3-halfdim7_inv1,ElectricGuitar(muted),b3,b,3,1,halfdim7,4,60
ElectricGuitar(muted)-b3-halfdim7_inv2,ElectricGuitar(muted),b3,b,3,2,halfdim7,4,60
ElectricGuitar(muted)-b3-halfdim7_inv3,ElectricGuitar(muted),b3,b,3,3,halfdim7,4,60
ElectricGuitar(muted)-c4-fulldim7_inv0,ElectricGuitar(muted),c4,c,4,0,fulldim7,5,60
ElectricGuitar(muted)-c4-fulldim7_inv1,ElectricGuitar(muted),c4,c,4,1,fulldim7,5,60
ElectricGuitar(muted)-c3-fulldim7_inv2,ElectricGuitar(muted),c3,c,3,2,fulldim7,5,60
ElectricGuitar(muted)-c3-fulldim7_inv3,ElectricGuitar(muted),c3,c,3,3,fulldim7,5,60
ElectricGuitar(muted)-cs4-fulldim7_inv0,ElectricGuitar(muted),cs4,cs,4,0,fulldim7,5,60
ElectricGuitar(muted)-cs4-fulldim7_inv1,ElectricGuitar(muted),cs4,cs,4,1,fulldim7,5,60
ElectricGuitar(muted)-cs3-fulldim7_inv2,ElectricGuitar(muted),cs3,cs,3,2,fulldim7,5,60
ElectricGuitar(muted)-cs3-fulldim7_inv3,ElectricGuitar(muted),cs3,cs,3,3,fulldim7,5,60
ElectricGuitar(muted)-d4-fulldim7_inv0,ElectricGuitar(muted),d4,d,4,0,fulldim7,5,60
ElectricGuitar(muted)-d4-fulldim7_inv1,ElectricGuitar(muted),d4,d,4,1,fulldim7,5,60
