chord_type,path,sampling_rate,inversion,root_note_pitch_class,root_note_name,midi_program_num,midi_program_name,root_note_is_accidental,midi_category,name
dim,C_dim_6_1_Bright_Acoustic_Piano.wav,44100,6,0,C,1,Bright Acoustic Piano,0,Piano Timbres,C_dim_6_1_Bright_Acoustic_Piano
dim,C_dim_6_2_Electric_Grand_Piano.wav,44100,6,0,C,2,Electric Grand Piano,0,Piano Timbres,C_dim_6_2_Electric_Grand_Piano
dim,C_dim_6_3_Honky-tonk_Piano.wav,44100,6,0,C,3,Honky-tonk Piano,0,Piano Timbres,C_dim_6_3_Honky-tonk_Piano
dim,C_dim_6_4_Rhodes_Piano.wav,44100,6,0,C,4,Rhodes Piano,0,Piano Timbres,C_dim_6_4_Rhodes_Piano
dim,C_dim_6_5_Chorused_Piano.wav,44100,6,0,C,5,Chorused Piano,0,Piano Timbres,C_dim_6_5_Chorused_Piano
dim,C_dim_6_6_Harpsichord.wav,44100,6,0,C,6,Harpsichord,0,Piano Timbres,C_dim_6_6_Harpsichord
dim,C_dim_6_7_Clavinet.wav,44100,6,0,C,7,Clavinet,0,Piano Timbres,C_dim_6_7_Clavinet
dim,C_dim_6_10_Music_Box.wav,44100,6,0,C,10,Music Box,0,Chromatic Percussion,C_dim_6_10_Music_Box
dim,C_dim_6_11_Vibraphone.wav,44100,6,0,C,11,Vibraphone,0,Chromatic Percussion,C_dim_6_11_Vibraphone
dim,C_dim_6_12_Marimba.wav,44100,6,0,C,12,Marimba,0,Chromatic Percussion,C_dim_6_12_Marimba
dim,C_dim_6_13_Xylophone.wav,44100,6,0,C,13,Xylophone,0,Chromatic Percussion,C_dim_6_13_Xylophone
dim,C_dim_6_15_Dulcimer.wav,44100,6,0,C,15,Dulcimer,0,Chromatic Percussion,C_dim_6_15_Dulcimer
dim,C_dim_6_16_Hammond_Organ.wav,44100,6,0,C,16,Hammond Organ,0,Organ Timbres,C_dim_6_16_Hammond_Organ
dim,C_dim_6_17_Percussive_Organ.wav,44100,6,0,C,17,Percussive Organ,0,Organ Timbres,C_dim_6_17_Percussive_Organ
dim,C_dim_6_18_Rock_Organ.wav,44100,6,0,C,18,Rock Organ,0,Organ Timbres,C_dim_6_18_Rock_Organ
dim,C_dim_6_19_Church_Organ.wav,44100,6,0,C,19,Church Organ,0,Organ Timbres,C_dim_6_19_Church_Organ
dim,C_dim_6_20_Reed_Organ.wav,44100,6,0,C,20,Reed Organ,0,Organ Timbres,C_dim_6_20_Reed_Organ
dim,C_dim_6_24_Acoustic_Nylon_Guitar.wav,44100,6,0,C,24,Acoustic Nylon Guitar,0,Guitar Timbres,C_dim_6_24_Acoustic_Nylon_Guitar
dim,C_dim_6_25_Acoustic_Steel_Guitar.wav,44100,6,0,C,25,Acoustic Steel Guitar,0,Guitar Timbres,C_dim_6_25_Acoustic_Steel_Guitar
dim,C_dim_6_26_Electric_Jazz_Guitar.wav,44100,6,0,C,26,Electric Jazz Guitar,0,Guitar Timbres,C_dim_6_26_Electric_Jazz_Guitar
dim,C_dim_6_27_Electric_Clean_Guitar.wav,44100,6,0,C,27,Electric Clean Guitar,0,Guitar Timbres,C_dim_6_27_Electric_Clean_Guitar
dim,C_dim_6_28_Electric_Muted_Guitar.wav,44100,6,0,C,28,Electric Muted Guitar,0,Guitar Timbres,C_dim_6_28_Electric_Muted_Guitar
dim,C_dim_6_29_Overdriven_Guitar.wav,44100,6,0,C,29,Overdriven Guitar,0,Guitar Timbres,C_dim_6_29_Overdriven_Guitar
dim,C_dim_6_30_Distortion_Guitar.wav,44100,6,0,C,30,Distortion Guitar,0,Guitar Timbres,C_dim_6_30_Distortion_Guitar
dim,C_dim_6_32_Acoustic_Bass.wav,44100,6,0,C,32,Acoustic Bass,0,Bass Timbres,C_dim_6_32_Acoustic_Bass
dim,C_dim_6_33_Fingered_Electric_Bass.wav,44100,6,0,C,33,Fingered Electric Bass,0,Bass Timbres,C_dim_6_33_Fingered_Electric_Bass
dim,C_dim_6_34_Plucked_Electric_Bass.wav,44100,6,0,C,34,Plucked Electric Bass,0,Bass Timbres,C_dim_6_34_Plucked_Electric_Bass
dim,C_dim_6_35_Fretless_Bass.wav,44100,6,0,C,35,Fretless Bass,0,Bass Timbres,C_dim_6_35_Fretless_Bass
dim,C_dim_6_36_Slap_Bass_1.wav,44100,6,0,C,36,Slap Bass 1,0,Bass Timbres,C_dim_6_36_Slap_Bass_1
dim,C_dim_6_37_Slap_Bass_2.wav,44100,6,0,C,37,Slap Bass 2,0,Bass Timbres,C_dim_6_37_Slap_Bass_2
dim,C_dim_6_38_Synth_Bass_1.wav,44100,6,0,C,38,Synth Bass 1,0,Bass Timbres,C_dim_6_38_Synth_Bass_1
dim,C_dim_6_39_Synth_Bass_2.wav,44100,6,0,C,39,Synth Bass 2,0,Bass Timbres,C_dim_6_39_Synth_Bass_2
dim,C_dim_6_40_Violin.wav,44100,6,0,C,40,Violin,0,String Timbres,C_dim_6_40_Violin
dim,C_dim_6_41_Viola.wav,44100,6,0,C,41,Viola,0,String Timbres,C_dim_6_41_Viola
dim,C_dim_6_42_Cello.wav,44100,6,0,C,42,Cello,0,String Timbres,C_dim_6_42_Cello
dim,C_dim_6_43_Contrabass.wav,44100,6,0,C,43,Contrabass,0,String Timbres,C_dim_6_43_Contrabass
dim,C_dim_6_44_Tremolo_Strings.wav,44100,6,0,C,44,Tremolo Strings,0,String Timbres,C_dim_6_44_Tremolo_Strings
dim,C_dim_6_45_Pizzicato_Strings.wav,44100,6,0,C,45,Pizzicato Strings,0,String Timbres,C_dim_6_45_Pizzicato_Strings
dim,C_dim_6_46_Orchestral_Harp.wav,44100,6,0,C,46,Orchestral Harp,0,String Timbres,C_dim_6_46_Orchestral_Harp
dim,C_dim_6_48_String_Ensemble_1.wav,44100,6,0,C,48,String Ensemble 1,0,Ensemble Timbres,C_dim_6_48_String_Ensemble_1
dim,C_dim_6_49_String_Ensemble_2.wav,44100,6,0,C,49,String Ensemble 2,0,Ensemble Timbres,C_dim_6_49_String_Ensemble_2
dim,C_dim_6_50_Synth_Strings_1.wav,44100,6,0,C,50,Synth Strings 1,0,Ensemble Timbres,C_dim_6_50_Synth_Strings_1
dim,C_dim_6_51_Synth_Strings_2.wav,44100,6,0,C,51,Synth Strings 2,0,Ensemble Timbres,C_dim_6_51_Synth_Strings_2
dim,"C_dim_6_52_Choir_""Aah"".wav",44100,6,0,C,52,"Choir ""Aah""",0,Ensemble Timbres,"C_dim_6_52_Choir_""Aah"""
dim,"C_dim_6_53_Choir_""Ooh"".wav",44100,6,0,C,53,"Choir ""Ooh""",0,Ensemble Timbres,"C_dim_6_53_Choir_""Ooh"""
dim,C_dim_6_54_Synth_Voice.wav,44100,6,0,C,54,Synth Voice,0,Ensemble Timbres,C_dim_6_54_Synth_Voice
dim,C_dim_6_56_Trumpet.wav,44100,6,0,C,56,Trumpet,0,Brass Timbres,C_dim_6_56_Trumpet
dim,C_dim_6_57_Trombone.wav,44100,6,0,C,57,Trombone,0,Brass Timbres,C_dim_6_57_Trombone
dim,C_dim_6_58_Tuba.wav,44100,6,0,C,58,Tuba,0,Brass Timbres,C_dim_6_58_Tuba
dim,C_dim_6_59_Muted_Trumpet.wav,44100,6,0,C,59,Muted Trumpet,0,Brass Timbres,C_dim_6_59_Muted_Trumpet
dim,C_dim_6_60_French_Horn.wav,44100,6,0,C,60,French Horn,0,Brass Timbres,C_dim_6_60_French_Horn
dim,C_dim_6_61_Brass_Section.wav,44100,6,0,C,61,Brass Section,0,Brass Timbres,C_dim_6_61_Brass_Section
dim,C_dim_6_62_Synth_Brass_1.wav,44100,6,0,C,62,Synth Brass 1,0,Brass Timbres,C_dim_6_62_Synth_Brass_1
dim,C_dim_6_63_Synth_Brass_2.wav,44100,6,0,C,63,Synth Brass 2,0,Brass Timbres,C_dim_6_63_Synth_Brass_2
dim,C_dim_6_64_Soprano_Sax.wav,44100,6,0,C,64,Soprano Sax,0,Reed Timbres,C_dim_6_64_Soprano_Sax
dim,C_dim_6_65_Alto_Sax.wav,44100,6,0,C,65,Alto Sax,0,Reed Timbres,C_dim_6_65_Alto_Sax
dim,C_dim_6_66_Tenor_Sax.wav,44100,6,0,C,66,Tenor Sax,0,Reed Timbres,C_dim_6_66_Tenor_Sax
dim,C_dim_6_67_Baritone_Sax.wav,44100,6,0,C,67,Baritone Sax,0,Reed Timbres,C_dim_6_67_Baritone_Sax
dim,C_dim_6_68_Oboe.wav,44100,6,0,C,68,Oboe,0,Reed Timbres,C_dim_6_68_Oboe
dim,C_dim_6_69_English_Horn.wav,44100,6,0,C,69,English Horn,0,Reed Timbres,C_dim_6_69_English_Horn
dim,C_dim_6_70_Bassoon.wav,44100,6,0,C,70,Bassoon,0,Reed Timbres,C_dim_6_70_Bassoon
dim,C_dim_6_71_Clarinet.wav,44100,6,0,C,71,Clarinet,0,Reed Timbres,C_dim_6_71_Clarinet
dim,C_dim_6_72_Piccolo.wav,44100,6,0,C,72,Piccolo,0,Pipe Timbres,C_dim_6_72_Piccolo
dim,C_dim_6_73_Flute.wav,44100,6,0,C,73,Flute,0,Pipe Timbres,C_dim_6_73_Flute
dim,C_dim_6_74_Recorder.wav,44100,6,0,C,74,Recorder,0,Pipe Timbres,C_dim_6_74_Recorder
dim,C_dim_6_75_Pan_Flute.wav,44100,6,0,C,75,Pan Flute,0,Pipe Timbres,C_dim_6_75_Pan_Flute
dim,C_dim_6_76_Bottle_Blow.wav,44100,6,0,C,76,Bottle Blow,0,Pipe Timbres,C_dim_6_76_Bottle_Blow
dim,C_dim_6_79_Ocarina.wav,44100,6,0,C,79,Ocarina,0,Pipe Timbres,C_dim_6_79_Ocarina
dim,C_dim_6_80_Square_Wave_Lead.wav,44100,6,0,C,80,Square Wave Lead,0,Synth Lead,C_dim_6_80_Square_Wave_Lead
dim,C_dim_6_81_Sawtooth_Wave_Lead.wav,44100,6,0,C,81,Sawtooth Wave Lead,0,Synth Lead,C_dim_6_81_Sawtooth_Wave_Lead
dim,C_dim_6_82_Calliope_Lead.wav,44100,6,0,C,82,Calliope Lead,0,Synth Lead,C_dim_6_82_Calliope_Lead
dim,C_dim_6_83_Chiff_Lead.wav,44100,6,0,C,83,Chiff Lead,0,Synth Lead,C_dim_6_83_Chiff_Lead
dim,C_dim_6_84_Charang_Lead.wav,44100,6,0,C,84,Charang Lead,0,Synth Lead,C_dim_6_84_Charang_Lead
dim,C_dim_6_85_Voice_Lead.wav,44100,6,0,C,85,Voice Lead,0,Synth Lead,C_dim_6_85_Voice_Lead
dim,C_dim_6_87_Bass_Lead.wav,44100,6,0,C,87,Bass Lead,0,Synth Lead,C_dim_6_87_Bass_Lead
dim,C_dim_6_88_New_Age_Pad.wav,44100,6,0,C,88,New Age Pad,0,Synth Pad,C_dim_6_88_New_Age_Pad
dim,C_dim_6_89_Warm_Pad.wav,44100,6,0,C,89,Warm Pad,0,Synth Pad,C_dim_6_89_Warm_Pad
dim,C_dim_6_90_Polysynth_Pad.wav,44100,6,0,C,90,Polysynth Pad,0,Synth Pad,C_dim_6_90_Polysynth_Pad
dim,C_dim_6_91_Choir_Pad.wav,44100,6,0,C,91,Choir Pad,0,Synth Pad,C_dim_6_91_Choir_Pad
dim,C_dim_6_92_Bowed_Pad.wav,44100,6,0,C,92,Bowed Pad,0,Synth Pad,C_dim_6_92_Bowed_Pad
dim,C_dim_6_93_Metallic_Pad.wav,44100,6,0,C,93,Metallic Pad,0,Synth Pad,C_dim_6_93_Metallic_Pad
dim,C_dim_6_94_Halo_Pad.wav,44100,6,0,C,94,Halo Pad,0,Synth Pad,C_dim_6_94_Halo_Pad
dim,C_dim_6_95_Sweep_Pad.wav,44100,6,0,C,95,Sweep Pad,0,Synth Pad,C_dim_6_95_Sweep_Pad
dim,C_dim_6_104_Sitar.wav,44100,6,0,C,104,Sitar,0,Ethnic Timbres,C_dim_6_104_Sitar
dim,C_dim_6_105_Banjo.wav,44100,6,0,C,105,Banjo,0,Ethnic Timbres,C_dim_6_105_Banjo
dim,C_dim_6_106_Shamisen.wav,44100,6,0,C,106,Shamisen,0,Ethnic Timbres,C_dim_6_106_Shamisen
dim,C_dim_6_107_Koto.wav,44100,6,0,C,107,Koto,0,Ethnic Timbres,C_dim_6_107_Koto
dim,C_dim_6_108_Kalimba.wav,44100,6,0,C,108,Kalimba,0,Ethnic Timbres,C_dim_6_108_Kalimba
dim,C_dim_6_109_Bagpipe.wav,44100,6,0,C,109,Bagpipe,0,Ethnic Timbres,C_dim_6_109_Bagpipe
dim,C_dim_6_110_Fiddle.wav,44100,6,0,C,110,Fiddle,0,Ethnic Timbres,C_dim_6_110_Fiddle
dim,C_dim_6_111_Shanai.wav,44100,6,0,C,111,Shanai,0,Ethnic Timbres,C_dim_6_111_Shanai
dim,C_dim_64_0_Acoustic_Grand_Piano.wav,44100,64,0,C,0,Acoustic Grand Piano,0,Piano Timbres,C_dim_64_0_Acoustic_Grand_Piano
dim,C_dim_64_1_Bright_Acoustic_Piano.wav,44100,64,0,C,1,Bright Acoustic Piano,0,Piano Timbres,C_dim_64_1_Bright_Acoustic_Piano
dim,C_dim_64_2_Electric_Grand_Piano.wav,44100,64,0,C,2,Electric Grand Piano,0,Piano Timbres,C_dim_64_2_Electric_Grand_Piano
dim,C_dim_64_3_Honky-tonk_Piano.wav,44100,64,0,C,3,Honky-tonk Piano,0,Piano Timbres,C_dim_64_3_Honky-tonk_Piano
dim,C_dim_64_4_Rhodes_Piano.wav,44100,64,0,C,4,Rhodes Piano,0,Piano Timbres,C_dim_64_4_Rhodes_Piano
dim,C_dim_64_5_Chorused_Piano.wav,44100,64,0,C,5,Chorused Piano,0,Piano Timbres,C_dim_64_5_Chorused_Piano
dim,C_dim_64_6_Harpsichord.wav,44100,64,0,C,6,Harpsichord,0,Piano Timbres,C_dim_64_6_Harpsichord
dim,C_dim_64_7_Clavinet.wav,44100,64,0,C,7,Clavinet,0,Piano Timbres,C_dim_64_7_Clavinet
dim,C_dim_64_10_Music_Box.wav,44100,64,0,C,10,Music Box,0,Chromatic Percussion,C_dim_64_10_Music_Box
dim,C_dim_64_11_Vibraphone.wav,44100,64,0,C,11,Vibraphone,0,Chromatic Percussion,C_dim_64_11_Vibraphone
dim,C_dim_64_12_Marimba.wav,44100,64,0,C,12,Marimba,0,Chromatic Percussion,C_dim_64_12_Marimba
dim,C_dim_64_13_Xylophone.wav,44100,64,0,C,13,Xylophone,0,Chromatic Percussion,C_dim_64_13_Xylophone
dim,C_dim_64_15_Dulcimer.wav,44100,64,0,C,15,Dulcimer,0,Chromatic Percussion,C_dim_64_15_Dulcimer
dim,C_dim_64_16_Hammond_Organ.wav,44100,64,0,C,16,Hammond Organ,0,Organ Timbres,C_dim_64_16_Hammond_Organ
dim,C_dim_64_17_Percussive_Organ.wav,44100,64,0,C,17,Percussive Organ,0,Organ Timbres,C_dim_64_17_Percussive_Organ
dim,C_dim_64_18_Rock_Organ.wav,44100,64,0,C,18,Rock Organ,0,Organ Timbres,C_dim_64_18_Rock_Organ
dim,C_dim_64_19_Church_Organ.wav,44100,64,0,C,19,Church Organ,0,Organ Timbres,C_dim_64_19_Church_Organ
dim,C_dim_64_20_Reed_Organ.wav,44100,64,0,C,20,Reed Organ,0,Organ Timbres,C_dim_64_20_Reed_Organ
dim,C_dim_64_24_Acoustic_Nylon_Guitar.wav,44100,64,0,C,24,Acoustic Nylon Guitar,0,Guitar Timbres,C_dim_64_24_Acoustic_Nylon_Guitar
dim,C_dim_64_25_Acoustic_Steel_Guitar.wav,44100,64,0,C,25,Acoustic Steel Guitar,0,Guitar Timbres,C_dim_64_25_Acoustic_Steel_Guitar
dim,C_dim_64_26_Electric_Jazz_Guitar.wav,44100,64,0,C,26,Electric Jazz Guitar,0,Guitar Timbres,C_dim_64_26_Electric_Jazz_Guitar
dim,C_dim_64_27_Electric_Clean_Guitar.wav,44100,64,0,C,27,Electric Clean Guitar,0,Guitar Timbres,C_dim_64_27_Electric_Clean_Guitar
dim,C_dim_64_28_Electric_Muted_Guitar.wav,44100,64,0,C,28,Electric Muted Guitar,0,Guitar Timbres,C_dim_64_28_Electric_Muted_Guitar
dim,C_dim_64_29_Overdriven_Guitar.wav,44100,64,0,C,29,Overdriven Guitar,0,Guitar Timbres,C_dim_64_29_Overdriven_Guitar
dim,C_dim_64_30_Distortion_Guitar.wav,44100,64,0,C,30,Distortion Guitar,0,Guitar Timbres,C_dim_64_30_Distortion_Guitar
dim,C_dim_64_32_Acoustic_Bass.wav,44100,64,0,C,32,Acoustic Bass,0,Bass Timbres,C_dim_64_32_Acoustic_Bass
dim,C_dim_64_33_Fingered_Electric_Bass.wav,44100,64,0,C,33,Fingered Electric Bass,0,Bass Timbres,C_dim_64_33_Fingered_Electric_Bass
dim,C_dim_64_34_Plucked_Electric_Bass.wav,44100,64,0,C,34,Plucked Electric Bass,0,Bass Timbres,C_dim_64_34_Plucked_Electric_Bass
dim,C_dim_64_35_Fretless_Bass.wav,44100,64,0,C,35,Fretless Bass,0,Bass Timbres,C_dim_64_35_Fretless_Bass
dim,C_dim_64_36_Slap_Bass_1.wav,44100,64,0,C,36,Slap Bass 1,0,Bass Timbres,C_dim_64_36_Slap_Bass_1
dim,C_dim_64_37_Slap_Bass_2.wav,44100,64,0,C,37,Slap Bass 2,0,Bass Timbres,C_dim_64_37_Slap_Bass_2
dim,C_dim_64_38_Synth_Bass_1.wav,44100,64,0,C,38,Synth Bass 1,0,Bass Timbres,C_dim_64_38_Synth_Bass_1
dim,C_dim_64_39_Synth_Bass_2.wav,44100,64,0,C,39,Synth Bass 2,0,Bass Timbres,C_dim_64_39_Synth_Bass_2
dim,C_dim_64_40_Violin.wav,44100,64,0,C,40,Violin,0,String Timbres,C_dim_64_40_Violin
dim,C_dim_64_41_Viola.wav,44100,64,0,C,41,Viola,0,String Timbres,C_dim_64_41_Viola
dim,C_dim_64_42_Cello.wav,44100,64,0,C,42,Cello,0,String Timbres,C_dim_64_42_Cello
dim,C_dim_64_43_Contrabass.wav,44100,64,0,C,43,Contrabass,0,String Timbres,C_dim_64_43_Contrabass
dim,C_dim_64_44_Tremolo_Strings.wav,44100,64,0,C,44,Tremolo Strings,0,String Timbres,C_dim_64_44_Tremolo_Strings
dim,C_dim_64_45_Pizzicato_Strings.wav,44100,64,0,C,45,Pizzicato Strings,0,String Timbres,C_dim_64_45_Pizzicato_Strings
dim,C_dim_64_46_Orchestral_Harp.wav,44100,64,0,C,46,Orchestral Harp,0,String Timbres,C_dim_64_46_Orchestral_Harp
dim,C_dim_64_48_String_Ensemble_1.wav,44100,64,0,C,48,String Ensemble 1,0,Ensemble Timbres,C_dim_64_48_String_Ensemble_1
dim,C_dim_64_49_String_Ensemble_2.wav,44100,64,0,C,49,String Ensemble 2,0,Ensemble Timbres,C_dim_64_49_String_Ensemble_2
dim,C_dim_64_50_Synth_Strings_1.wav,44100,64,0,C,50,Synth Strings 1,0,Ensemble Timbres,C_dim_64_50_Synth_Strings_1
dim,C_dim_64_51_Synth_Strings_2.wav,44100,64,0,C,51,Synth Strings 2,0,Ensemble Timbres,C_dim_64_51_Synth_Strings_2
dim,"C_dim_64_52_Choir_""Aah"".wav",44100,64,0,C,52,"Choir ""Aah""",0,Ensemble Timbres,"C_dim_64_52_Choir_""Aah"""
dim,"C_dim_64_53_Choir_""Ooh"".wav",44100,64,0,C,53,"Choir ""Ooh""",0,Ensemble Timbres,"C_dim_64_53_Choir_""Ooh"""
dim,C_dim_64_54_Synth_Voice.wav,44100,64,0,C,54,Synth Voice,0,Ensemble Timbres,C_dim_64_54_Synth_Voice
dim,C_dim_64_56_Trumpet.wav,44100,64,0,C,56,Trumpet,0,Brass Timbres,C_dim_64_56_Trumpet
dim,C_dim_64_57_Trombone.wav,44100,64,0,C,57,Trombone,0,Brass Timbres,C_dim_64_57_Trombone
dim,C_dim_64_58_Tuba.wav,44100,64,0,C,58,Tuba,0,Brass Timbres,C_dim_64_58_Tuba
dim,C_dim_64_59_Muted_Trumpet.wav,44100,64,0,C,59,Muted Trumpet,0,Brass Timbres,C_dim_64_59_Muted_Trumpet
dim,C_dim_64_60_French_Horn.wav,44100,64,0,C,60,French Horn,0,Brass Timbres,C_dim_64_60_French_Horn
dim,C_dim_64_61_Brass_Section.wav,44100,64,0,C,61,Brass Section,0,Brass Timbres,C_dim_64_61_Brass_Section
dim,C_dim_64_62_Synth_Brass_1.wav,44100,64,0,C,62,Synth Brass 1,0,Brass Timbres,C_dim_64_62_Synth_Brass_1
dim,C_dim_64_63_Synth_Brass_2.wav,44100,64,0,C,63,Synth Brass 2,0,Brass Timbres,C_dim_64_63_Synth_Brass_2
dim,C_dim_64_64_Soprano_Sax.wav,44100,64,0,C,64,Soprano Sax,0,Reed Timbres,C_dim_64_64_Soprano_Sax
dim,C_dim_64_65_Alto_Sax.wav,44100,64,0,C,65,Alto Sax,0,Reed Timbres,C_dim_64_65_Alto_Sax
dim,C_dim_64_66_Tenor_Sax.wav,44100,64,0,C,66,Tenor Sax,0,Reed Timbres,C_dim_64_66_Tenor_Sax
dim,C_dim_64_67_Baritone_Sax.wav,44100,64,0,C,67,Baritone Sax,0,Reed Timbres,C_dim_64_67_Baritone_Sax
dim,C_dim_64_68_Oboe.wav,44100,64,0,C,68,Oboe,0,Reed Timbres,C_dim_64_68_Oboe
dim,C_dim_64_69_English_Horn.wav,44100,64,0,C,69,English Horn,0,Reed Timbres,C_dim_64_69_English_Horn
dim,C_dim_64_70_Bassoon.wav,44100,64,0,C,70,Bassoon,0,Reed Timbres,C_dim_64_70_Bassoon
dim,C_dim_64_71_Clarinet.wav,44100,64,0,C,71,Clarinet,0,Reed Timbres,C_dim_64_71_Clarinet
dim,C_dim_64_72_Piccolo.wav,44100,64,0,C,72,Piccolo,0,Pipe Timbres,C_dim_64_72_Piccolo
dim,C_dim_64_73_Flute.wav,44100,64,0,C,73,Flute,0,Pipe Timbres,C_dim_64_73_Flute
dim,C_dim_64_74_Recorder.wav,44100,64,0,C,74,Recorder,0,Pipe Timbres,C_dim_64_74_Recorder
dim,C_dim_64_75_Pan_Flute.wav,44100,64,0,C,75,Pan Flute,0,Pipe Timbres,C_dim_64_75_Pan_Flute
dim,C_dim_64_76_Bottle_Blow.wav,44100,64,0,C,76,Bottle Blow,0,Pipe Timbres,C_dim_64_76_Bottle_Blow
dim,C_dim_64_79_Ocarina.wav,44100,64,0,C,79,Ocarina,0,Pipe Timbres,C_dim_64_79_Ocarina
dim,C_dim_64_80_Square_Wave_Lead.wav,44100,64,0,C,80,Square Wave Lead,0,Synth Lead,C_dim_64_80_Square_Wave_Lead
dim,C_dim_64_81_Sawtooth_Wave_Lead.wav,44100,64,0,C,81,Sawtooth Wave Lead,0,Synth Lead,C_dim_64_81_Sawtooth_Wave_Lead
dim,C_dim_64_82_Calliope_Lead.wav,44100,64,0,C,82,Calliope Lead,0,Synth Lead,C_dim_64_82_Calliope_Lead
dim,C_dim_64_83_Chiff_Lead.wav,44100,64,0,C,83,Chiff Lead,0,Synth Lead,C_dim_64_83_Chiff_Lead
dim,C_dim_64_84_Charang_Lead.wav,44100,64,0,C,84,Charang Lead,0,Synth Lead,C_dim_64_84_Charang_Lead
dim,C_dim_64_85_Voice_Lead.wav,44100,64,0,C,85,Voice Lead,0,Synth Lead,C_dim_64_85_Voice_Lead
dim,C_dim_64_87_Bass_Lead.wav,44100,64,0,C,87,Bass Lead,0,Synth Lead,C_dim_64_87_Bass_Lead
dim,C_dim_64_88_New_Age_Pad.wav,44100,64,0,C,88,New Age Pad,0,Synth Pad,C_dim_64_88_New_Age_Pad
dim,C_dim_64_89_Warm_Pad.wav,44100,64,0,C,89,Warm Pad,0,Synth Pad,C_dim_64_89_Warm_Pad
dim,C_dim_64_90_Polysynth_Pad.wav,44100,64,0,C,90,Polysynth Pad,0,Synth Pad,C_dim_64_90_Polysynth_Pad
dim,C_dim_64_91_Choir_Pad.wav,44100,64,0,C,91,Choir Pad,0,Synth Pad,C_dim_64_91_Choir_Pad
dim,C_dim_64_92_Bowed_Pad.wav,44100,64,0,C,92,Bowed Pad,0,Synth Pad,C_dim_64_92_Bowed_Pad
dim,C_dim_64_93_Metallic_Pad.wav,44100,64,0,C,93,Metallic Pad,0,Synth Pad,C_dim_64_93_Metallic_Pad
dim,C_dim_64_94_Halo_Pad.wav,44100,64,0,C,94,Halo Pad,0,Synth Pad,C_dim_64_94_Halo_Pad
dim,C_dim_64_95_Sweep_Pad.wav,44100,64,0,C,95,Sweep Pad,0,Synth Pad,C_dim_64_95_Sweep_Pad
dim,C_dim_64_104_Sitar.wav,44100,64,0,C,104,Sitar,0,Ethnic Timbres,C_dim_64_104_Sitar
dim,C_dim_64_105_Banjo.wav,44100,64,0,C,105,Banjo,0,Ethnic Timbres,C_dim_64_105_Banjo
dim,C_dim_64_106_Shamisen.wav,44100,64,0,C,106,Shamisen,0,Ethnic Timbres,C_dim_64_106_Shamisen
dim,C_dim_64_107_Koto.wav,44100,64,0,C,107,Koto,0,Ethnic Timbres,C_dim_64_107_Koto
dim,C_dim_64_108_Kalimba.wav,44100,64,0,C,108,Kalimba,0,Ethnic Timbres,C_dim_64_108_Kalimba
dim,C_dim_64_109_Bagpipe.wav,44100,64,0,C,109,Bagpipe,0,Ethnic Timbres,C_dim_64_109_Bagpipe
dim,C_dim_64_110_Fiddle.wav,44100,64,0,C,110,Fiddle,0,Ethnic Timbres,C_dim_64_110_Fiddle
dim,C_dim_64_111_Shanai.wav,44100,64,0,C,111,Shanai,0,Ethnic Timbres,C_dim_64_111_Shanai
major,C#_major_5_0_Acoustic_Grand_Piano.wav,44100,5,1,C#,0,Acoustic Grand Piano,1,Piano Timbres,C#_major_5_0_Acoustic_Grand_Piano
major,C#_major_5_1_Bright_Acoustic_Piano.wav,44100,5,1,C#,1,Bright Acoustic Piano,1,Piano Timbres,C#_major_5_1_Bright_Acoustic_Piano
major,C#_major_5_2_Electric_Grand_Piano.wav,44100,5,1,C#,2,Electric Grand Piano,1,Piano Timbres,C#_major_5_2_Electric_Grand_Piano
major,C#_major_5_3_Honky-tonk_Piano.wav,44100,5,1,C#,3,Honky-tonk Piano,1,Piano Timbres,C#_major_5_3_Honky-tonk_Piano
major,C#_major_5_4_Rhodes_Piano.wav,44100,5,1,C#,4,Rhodes Piano,1,Piano Timbres,C#_major_5_4_Rhodes_Piano
major,C#_major_5_5_Chorused_Piano.wav,44100,5,1,C#,5,Chorused Piano,1,Piano Timbres,C#_major_5_5_Chorused_Piano
major,C#_major_5_6_Harpsichord.wav,44100,5,1,C#,6,Harpsichord,1,Piano Timbres,C#_major_5_6_Harpsichord
major,C#_major_5_7_Clavinet.wav,44100,5,1,C#,7,Clavinet,1,Piano Timbres,C#_major_5_7_Clavinet
major,C#_major_5_10_Music_Box.wav,44100,5,1,C#,10,Music Box,1,Chromatic Percussion,C#_major_5_10_Music_Box
major,C#_major_5_11_Vibraphone.wav,44100,5,1,C#,11,Vibraphone,1,Chromatic Percussion,C#_major_5_11_Vibraphone
major,C#_major_5_12_Marimba.wav,44100,5,1,C#,12,Marimba,1,Chromatic Percussion,C#_major_5_12_Marimba
major,C#_major_5_13_Xylophone.wav,44100,5,1,C#,13,Xylophone,1,Chromatic Percussion,C#_major_5_13_Xylophone
major,C#_major_5_15_Dulcimer.wav,44100,5,1,C#,15,Dulcimer,1,Chromatic Percussion,C#_major_5_15_Dulcimer
major,C#_major_5_16_Hammond_Organ.wav,44100,5,1,C#,16,Hammond Organ,1,Organ Timbres,C#_major_5_16_Hammond_Organ
major,C#_major_5_17_Percussive_Organ.wav,44100,5,1,C#,17,Percussive Organ,1,Organ Timbres,C#_major_5_17_Percussive_Organ
